Marque,Libellé modèle,Modèle,Groupe,Description Commerciale,Energie,Carrosserie,Cylindrée,Gamme,Puissance fiscale,Puissance maximale,Puissance nominale électrique,Poids à vide,Rapport poids-puissance,Type de boite,Nombre rapports,Autonomie elec Min,Autonomie elec Max,Autonomie elec urbain Min,Autonomie elec urbain Max,Essai CO2 type 1,Essai HC,Essai Nox,Essai HCNox,Essai particules,Masse OM Min,Masse OM Max,Bonus-Malus,Barème Bonus-Malus,Prix véhicule,Conso basse vitesse Avg,Conso moyenne vitesse Avg,Conso haute vitesse Avg,Conso T-haute vitesse Avg,Conso vitesse mixte Avg,Conso elec Avg,CO2 basse vitesse Avg,CO2 moyenne vitesse Avg,CO2 haute vitesse Avg,CO2 T-haute vitesse Avg,CO2 vitesse mixte Avg
VOLKSWAGEN,TIGUAN,TIGUAN,VGF,TIGUAN 1.5 TSI (150ch) DSG7 ess1 ss+r opt PAC 17/18'' rlt fbl résist EU6AP FIA gnI,ESSENCE,TS TERRAINS/CHEMINS,1498,MOYENNE SUPERIEURE,8,110.0,-1.0,1461,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.234,0.024,0.024,-1.0,0.0,1536,1536,Malus,1901.0,45809,8.8625,6.999499999999999,6.057,7.2725,7.054,-1.0,201.45999999999998,159.01,137.55,165.235,160.26
FORD,PUMA,PUMA,FORD,PUMA 1.0 EcoBoost Hybrid (125ch) S&S DCT-7 (mHEV) Powershift,ESS+ELEC HNR,TS TERRAINS/CHEMINS,999,INFERIEURE,6,91.9,7.3,1259,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.377,0.042,0.023,-1.0,0.001,1334,1439,Malus,11910.0,30570,7.454,5.3325,5.0225,6.4615,5.92,-1.0,169.04500000000002,120.755,113.7,146.45499999999998,134.125
VOLKSWAGEN,GOLF,GOLF,VGF,GOLF GTD 2.0 TDI (200ch) DSG7 ess ar Mbr ss+r 17/18/19'' sport DCC ssp spt a lmt EU6AP FIA gnI,GAZOLE,BERLINE,1968,MOYENNE INFERIEURE,11,147.0,-1.0,1391,0.11,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.028,-1.0,0.031,0.042,0.0,1466,1466,Malus,330.0,45610,7.859,5.2829999999999995,4.5794999999999995,5.368,5.439500000000001,-1.0,206.135,138.555,120.095,140.78,142.64999999999998
B.M.W.,M3,M3,AUTRES,M3 Competition M xDrive,ESSENCE,BERLINE,2993,SUPERIEURE,41,375.0,-1.0,1780,0.21,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.177,0.008,0.018,-1.0,0.0,1855,1855,Malus,40000.0,102000,15.457,10.117,8.602,9.36,10.0925,-1.0,351.635,230.07,195.57,212.825,229.5
RENAULT,TRAFIC,TRAFIC,RENAULT,TRAFIC (149ch),GAZOLE,MINIBUS,1997,MOYENNE SUPERIEURE,8,110.0,-1.0,1963,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.04,-1.0,0.038,0.045,0.0,2038,2038,Malus,13360.0,42550,8.3875,7.011,6.2780000000000005,7.9065,7.2865,-1.0,220.19,184.03,164.785,207.55,191.26
B.M.W.,SERIE 3,340,AUTRES,M340d xDrive Berline,GAZ+ELEC HNR,BERLINE,2993,SUPERIEURE,22,250.0,0.0,1800,0.14,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.102,-1.0,0.041,0.055,0.001,1875,1875,Malus,12682.0,71450,10.3795,6.007,5.218,5.7705,6.2620000000000005,-1.0,272.3,157.505,136.8,151.3,164.2
SKODA,KODIAQ,KODIAQ,VGF,Kodiaq Laurin&Klement 1.5 TSI (150ch) DSG7 4x2. 5PL. classe B,ESSENCE,TS TERRAINS/CHEMINS,1498,SUPERIEURE,8,110.0,-1.0,1597,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.243,0.025,0.02,-1.0,0.0,1672,1672,Malus,3119.0,33820,8.993500000000001,6.922499999999999,6.0075,7.0585,6.9645,-1.0,204.14,157.04500000000002,136.23000000000002,160.135,158.0
MINI,MINI,COUNTRYMAN,B.M.W.,MINI Cooper D Countryman (F60),GAZOLE,TS TERRAINS/CHEMINS,1995,INFERIEURE,8,110.0,-1.0,1475,0.07,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.161,-1.0,0.016,0.06,0.0,1550,1550,Malus,100.0,39238,5.961,4.785500000000001,4.448,5.231,4.996,-1.0,156.07999999999998,125.22500000000001,116.365,136.92,130.75
SKODA,KODIAQ,KODIAQ,VGF,Kodiaq Style 2.0 TDI (200ch) DSG7 4x4. 7PL. classe A,GAZOLE,TS TERRAINS/CHEMINS,1968,SUPERIEURE,11,147.0,-1.0,1734,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.021,-1.0,0.03,0.04,0.0,1809,1809,Malus,4633.0,52147,8.386,6.039,5.361,6.3635,6.2575,-1.0,219.735,158.22,140.45,166.725,163.95
B.M.W.,SERIE 2,216,AUTRES,216d Gran Coupé,GAZOLE,BERLINE,1496,MOYENNE INFERIEURE,6,85.0,-1.0,1430,0.06,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.037,-1.0,0.019,0.039,0.0,1505,1505,Neutre 0,-1.0,37733,6.138,4.9225,4.265,4.9535,4.8925,-1.0,160.865,128.98,111.72999999999999,129.79500000000002,128.2
B.M.W.,SERIE X,X2,AUTRES,X2 sDrive16d,GAZOLE,TS TERRAINS/CHEMINS,1496,MOYENNE SUPERIEURE,6,85.0,-1.0,1495,0.06,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.038,-1.0,0.018,0.043,0.0,1570,1570,Malus,230.0,42917,6.339,5.5504999999999995,4.723000000000001,5.4879999999999995,5.3785,-1.0,166.03,145.36,123.66999999999999,143.72,140.85
MINI,MINI,COUNTRYMAN,B.M.W.,MINI Cooper S Countryman (F60),ESSENCE,TS TERRAINS/CHEMINS,1998,INFERIEURE,9,131.0,-1.0,1480,0.09,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.135,0.018,0.014,-1.0,0.0,1555,1555,Malus,818.0,42588,9.411999999999999,6.5035,5.518,6.71,6.66,-1.0,214.405,148.07,125.605,152.79000000000002,151.65
KIA,SORENTO,SORENTO,HYUNDAI,SORENTO 1.6T-GDi (180ch) / Electrique (60ch) BVA6 4x2 Système hybride (230ch) - 5PL 19'',ESS+ELEC HNR,TS TERRAINS/CHEMINS,1598,SUPERIEURE,10,132.2,14.7,1741,0.08,AUTOMATIQUE,6,-1.0,-1.0,-1.0,-1.0,0.118,0.012,0.008,-1.0,0.0,1816,1816,Malus,12082.0,50520,6.9315,5.8645,5.9544999999999995,7.4,6.579,-1.0,157.525,133.25,135.3,168.175,149.5
B.M.W.,SERIE 2,220,AUTRES,220i Gran Coupé,ESSENCE,BERLINE,1998,MOYENNE INFERIEURE,9,131.0,-1.0,1430,0.09,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.156,0.017,0.011,-1.0,0.0,1505,1505,Malus,540.0,44133,9.1705,6.426,5.418,6.333,6.4475,-1.0,209.405,146.65,123.60499999999999,144.525,147.14999999999998
B.M.W.,SERIE 1,120,AUTRES,120i,ESSENCE,BERLINE,1998,MOYENNE INFERIEURE,9,131.0,-1.0,1390,0.09,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.156,0.017,0.011,-1.0,0.0,1465,1465,Malus,898.0,41488,9.1705,6.426,5.418,6.333,6.4475,-1.0,209.405,146.65,123.60499999999999,144.525,147.14999999999998
RENAULT,KOLEOS,KOLEOS,RENAULT,KOLEOS (158ch),ESSENCE,TS TERRAINS/CHEMINS,1332,MOYENNE SUPERIEURE,8,116.0,-1.0,1515,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.272,0.013,0.019,-1.0,0.0,1590,1590,Malus,1504.0,45650,8.464500000000001,6.475,5.79,7.103,6.752000000000001,-1.0,191.86,146.67000000000002,131.105,160.935,152.95
MERCEDES,VITO TOURER,VITO,AUTRES,VITO Tourer extra-long 116 CDI (163ch) Propulsion 4x2 PTAC 3100kg,GAZOLE,MINIBUS,1950,MOYENNE INFERIEURE,9,120.0,-1.0,1972,0.06,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.019,-1.0,0.019,0.026,0.0,2047,2047,Malus,16152.0,49623,9.5135,7.469,6.561,7.7135,7.548,-1.0,249.565,195.93,172.1,202.33499999999998,198.0
MINI,MINI,MINI,B.M.W.,MINI Cooper Hatch 5P (F55),ESSENCE,BERLINE,1499,INFERIEURE,7,100.0,-1.0,1200,0.08,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.288,0.018,0.012,-1.0,0.0,1275,1275,Neutre 0,-1.0,29757,7.775,5.6875,5.0825,6.0120000000000005,5.894,-1.0,176.57,129.05,115.27000000000001,136.44,133.75
MERCEDES,VITO TOURER,VITO,AUTRES,VITO Tourer long 116 CDI (163ch) Propulsion 4x2 PTAC 3100kg,GAZOLE,MINIBUS,1950,MOYENNE INFERIEURE,9,120.0,-1.0,1947,0.06,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.019,-1.0,0.019,0.026,0.0,2022,2022,Malus,16493.0,48764,9.5135,7.469,6.561,7.7135,7.548,-1.0,249.565,195.93,172.1,202.33499999999998,198.0
B.M.W.,SERIE X,X2,AUTRES,X2 sDrive18d,GAZOLE,TS TERRAINS/CHEMINS,1995,MOYENNE SUPERIEURE,8,110.0,-1.0,1540,0.07,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.177,-1.0,0.016,0.065,0.0,1615,1615,Malus,450.0,45667,6.5715,5.3580000000000005,4.897,5.5055,5.4295,-1.0,172.065,140.21499999999997,128.115,144.08499999999998,142.1
CITROEN,JUMPY SPACE TOURER,SPACE TOURER,STELLANTIS,SPACETOURER 1.5 BlueHDi FAP S&S (100ch) BVM6,GAZOLE,MINIBUS,1499,MOYENNE INFERIEURE,6,88.0,-1.0,1659,0.05,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.072,-1.0,0.05,0.055,0.0,1734,1734,Malus,3552.0,33350,7.137499999999999,5.8545,5.6375,7.371,6.496,-1.0,186.99,153.36,147.66500000000002,193.12,170.185
FORD,TOURNEO CONNECT,TOURNEO CONNECT,FORD,TOURNEO CONNECT 2.0 EcoBlue (122ch) BVA7,GAZOLE,COMBISPACE,1968,INFERIEURE,6,90.0,-1.0,1634,0.06,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.023,-1.0,0.038,0.059,0.0,1709,1709,Malus,260.0,34427,6.8225,5.079,4.574,5.5440000000000005,5.3205,-1.0,178.91500000000002,133.17000000000002,119.91499999999999,145.365,139.5
B.M.W.,SERIE 4,430,AUTRES,430d xDrive Coupe,GAZ+ELEC HNR,BERLINE,2993,MOYENNE SUPERIEURE,17,210.0,0.0,1845,0.11,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.124,-1.0,0.042,0.055,0.001,1920,1920,Malus,13124.0,62950,8.249,5.7295,5.0184999999999995,5.7295,5.846,-1.0,216.35500000000002,150.2,131.53,150.19,153.25
KIA,RIO,RIO,HYUNDAI,RIO 1.0 essence T-GDi (100ch) ISG BVM6,ESSENCE,BERLINE,998,MOYENNE INFERIEURE,5,73.5,-1.0,1100,0.07,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.11,0.018,0.03,-1.0,0.0,1175,1175,Neutre 0,-1.0,19465,6.923,5.1455,4.5705,5.798500000000001,5.436999999999999,-1.0,157.325,116.87,103.785,131.74,123.5
KIA,XCEED,XCEED,HYUNDAI,XCEED 1.6 Diesel CRDi (136ch) ISG MHEV DCT7,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,1598,MOYENNE INFERIEURE,7,100.0,5.7,1397,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.243,-1.0,0.023,0.064,0.0,1472,1472,Malus,11906.0,35070,5.4155,4.998,4.589499999999999,5.776,5.2035,-1.0,141.54500000000002,130.555,119.9,151.0,136.0
VOLKSWAGEN,GOLF,GOLF,VGF,GOLF 2.0 TDI (115ch) DSG7 ess ar Spl ss+r 17/18'' EU6AP FIA gnI,GAZOLE,BERLINE,1968,MOYENNE INFERIEURE,6,85.0,-1.0,1311,0.06,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.025,-1.0,0.036,0.059,0.0,1386,1386,Neutre 0,-1.0,38127,6.2605,4.303,3.753,4.4915,4.461,-1.0,164.155,112.81,98.37,117.75,116.945
B.M.W.,SERIE 4,430,AUTRES,430d xDrive Coupe,GAZ+ELEC HNR,COUPE,2993,MOYENNE SUPERIEURE,17,210.0,0.0,1780,0.12,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.123,-1.0,0.041,0.055,0.001,1855,1855,Malus,12463.0,62850,8.087,5.503,4.810499999999999,5.422000000000001,5.6045,-1.0,211.97500000000002,144.19,126.005,142.05,146.85
JEEP,RENEGADE,RENEGADE,STELLANTIS,1.0 Turbo T3 (120ch) 4X2 BVM6 Longitude/Brooklyn Edition/Limited/80th Anniversary,ESSENCE,TS TERRAINS/CHEMINS,999,INFERIEURE,6,88.0,-1.0,1320,0.07,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.465,0.026,0.016,-1.0,0.0,1395,1395,Malus,540.0,28600,8.1525,6.471,5.8955,7.172,6.766500000000001,-1.0,185.455,147.04500000000002,133.91500000000002,163.07,153.8
FORD,MUSTANG,MUSTANG,FORD,MUSTANG Fastback 5.0 V8 - BVA,ESSENCE,COUPE,5038,SUPERIEURE,34,330.0,-1.0,1757,0.19,AUTOMATIQUE,1,-1.0,-1.0,-1.0,-1.0,0.238,0.015,0.019,-1.0,0.0,1832,1865,Malus,40000.0,52400,20.784,11.3725,9.256499999999999,9.8065,11.4175,-1.0,474.555,259.48,211.12,223.68,260.5
VOLVO,XC40,XC40,GEELY,XC40 B4 FWD (160ch) Geartronic 8,ESS+ELEC HNR,TS TERRAINS/CHEMINS,1969,MOYENNE SUPERIEURE,9,120.0,8.0,1613,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.248,0.015,0.014,-1.0,0.0,1688,1688,Malus,11939.0,45763,9.3655,6.4715,5.844,7.0845,6.875,-1.0,212.64999999999998,146.815,132.535,160.41500000000002,156.0
TOYOTA,YARIS CROSS,YARIS CROSS,TOYOTA,Yaris Cross 1.5L (116ch) Hybrid 2WD Trail MY21,ESS+ELEC HNR,TS TERRAINS/CHEMINS,1490,INFERIEURE,5,68.0,37.0,1215,0.06,VARIATION CONTINUE,0,-1.0,-1.0,-1.0,-1.0,0.157,0.016,0.007,-1.0,-1.0,1290,1290,Neutre 0,11900.0,29600,3.4355,3.5805,4.144,6.445,4.751,-1.0,77.785,81.075,93.88499999999999,146.155,107.67
FIAT,500C,500,STELLANTIS,500 Hybrid 1.0 BSG (70ch) Start/Stop Euro 6,ESS+ELEC HNR,BERLINE,999,ECONOMIQUE,4,51.5,1.37,983,0.05,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.3,0.028,0.022,-1.0,-1.0,1058,1058,Neutre 0,11900.0,19150,5.338,4.623,4.2925,5.589499999999999,4.959,-1.0,121.39500000000001,105.08,97.52000000000001,127.145,112.75
PEUGEOT,2008,2008,AUTRES,2008 PureTech S&S (154ch) BVA8,ESSENCE,TS TERRAINS/CHEMINS,1199,INFERIEURE,8,114.0,-1.0,1205,0.09,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.503,0.027,0.034,-1.0,0.001,1280,1280,Malus,330.0,35100,8.1055,6.256,5.4575,6.726,6.423,-1.0,183.39,141.37,123.22,152.05,145.16
B.M.W.,SERIE 4,420,AUTRES,420d Gran Coupe,GAZ+ELEC HNR,BERLINE,1995,MOYENNE SUPERIEURE,10,140.0,0.0,1705,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.112,-1.0,0.017,0.045,0.0,1780,1780,Malus,11905.0,56383,6.4079999999999995,4.9655000000000005,4.5785,5.2155000000000005,5.127,-1.0,167.905,130.07,119.91,136.625,134.3
KIA,PICANTO,PICANTO,HYUNDAI,PICANTO 1.0 essence DPi (67ch) ISG BVM5,ESSENCE,BERLINE,998,INFERIEURE,4,49.3,-1.0,903,0.05,MECANIQUE,5,-1.0,-1.0,-1.0,-1.0,0.371,0.02,0.011,-1.0,-1.0,978,978,Neutre 0,-1.0,14810,5.9864999999999995,4.851,4.538,5.7735,5.2330000000000005,-1.0,135.65,109.815,102.68,130.8,118.5
VOLKSWAGEN,CADDY,CADDY,VGF,CADDY 5 Caddy/Life 2.0 TDI (102ch) BVM6,GAZOLE,COMBISPACE,1968,INFERIEURE,5,75.0,-1.0,1535,0.05,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.023,-1.0,0.041,0.062,0.0,1610,1610,Malus,50.0,31320,6.1705000000000005,4.811999999999999,4.328,5.443,5.068,-1.0,161.72,126.09,113.41,142.645,132.8
KIA,SPORTAGE,SPORTAGE,HYUNDAI,SPORTAGE 1.6 essence T-GDi (150ch) MHEV iBVM6,ESS+ELEC HNR,TS TERRAINS/CHEMINS,1598,MOYENNE SUPERIEURE,8,110.1,7.94,1486,0.07,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.193,0.023,0.027,-1.0,0.0,1561,1561,Malus,11927.0,34078,8.1065,6.439,5.6675,6.9864999999999995,6.6175,-1.0,184.165,146.225,128.665,158.685,150.28500000000003
B.M.W.,SERIE 4,420,AUTRES,420i Gran Coupe,ESSENCE,BERLINE,1998,MOYENNE SUPERIEURE,10,135.0,-1.0,1620,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.255,0.022,0.014,-1.0,0.0,1695,1695,Malus,1629.0,53833,9.7775,7.000500000000001,6.0865,6.7675,7.006,-1.0,222.20499999999998,158.98000000000002,138.165,153.68,159.1
VOLKSWAGEN,KOMBI,KOMBI,VGF,TRANSPORTER 6.1 vitré L2 CARAVELLE Confortline Long / Carat Long 2.0 TDI (204ch) DSG7 4MOTION,GAZOLE,MINIBUS,1968,MOYENNE SUPERIEURE,11,150.0,-1.0,2070,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.042,-1.0,0.047,0.067,0.001,2145,2145,Malus,40000.0,74750,10.3325,8.0135,7.0585,8.5465,8.217500000000001,-1.0,270.95500000000004,210.11,185.05,224.095,215.45
B.M.W.,SERIE X,X3,AUTRES,X3 xDrive20d,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,1995,SUPERIEURE,10,140.0,0.0,1840,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.165,-1.0,0.025,0.069,0.0,1915,1915,Malus,13080.0,59100,7.186,5.8925,5.415,6.4885,6.129,-1.0,188.24,154.285,141.765,169.935,160.5
MERCEDES,CLASSE E,E 200,AUTRES,E 220 d,GAZ+ELEC HNR,BREAK,1993,LUXE,11,147.0,10.0,1850,0.08,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.054,-1.0,0.006,0.013,0.0,1925,1925,Malus,13158.0,58600,6.803,5.197,4.39,4.906000000000001,5.059,-1.0,178.2,136.11,114.97,128.495,132.5
SKODA,KAMIQ,KAMIQ,VGF,Kamiq Ambition 1.5 TSI (150ch) DSG7. châssis classique. classe A,ESSENCE,TS TERRAINS/CHEMINS,1498,MOYENNE INFERIEURE,8,110.0,-1.0,1214,0.09,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.144,0.022,0.022,-1.0,0.0,1289,1289,Malus,230.0,31270,7.830500000000001,5.7285,4.964,5.679,5.8055,-1.0,180.965,130.06,112.66,130.98,131.8
FIAT,500,500,STELLANTIS,595 1.4 T-Jet (165ch),ESSENCE,BERLINE,1368,ECONOMIQUE,9,121.0,-1.0,1090,0.11,MECANIQUE,5,-1.0,-1.0,-1.0,-1.0,0.791,0.054,0.02,-1.0,-1.0,1165,1165,Malus,1629.0,24523,9.492999999999999,6.293,5.803,7.0425,6.834,-1.0,215.53,142.445,131.255,159.565,154.79500000000002
B.M.W.,SERIE X,X3,AUTRES,X3 xDrive18d,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,1995,SUPERIEURE,8,110.0,0.0,1810,0.06,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.159,-1.0,0.023,0.061,0.0,1885,1885,Malus,12782.0,55100,6.8605,5.7485,5.3469999999999995,6.5375,6.053,-1.0,179.7,150.51,139.975,171.23,158.5
VOLKSWAGEN,TOURAN,TOURAN,VGF,TOURAN 7PL 1.5 TSI (150ch) BVM6 ess1 ss+r 16'' (airstop) EU6AP FIA gnI,ESSENCE,MONOSPACE COMPACT,1498,MOYENNE INFERIEURE,8,110.0,-1.0,1488,0.07,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.129,0.016,0.023,-1.0,0.0,1563,1563,Malus,1074.0,37750,8.5865,6.6615,5.9045,6.9945,6.8025,-1.0,193.81,150.305,133.20499999999998,157.83499999999998,153.5
RENAULT,ESPACE,ESPACE,RENAULT,ESPACE (160ch),GAZOLE,MONOSPACE,1997,SUPERIEURE,8,118.0,-1.0,1848,0.06,AUTOMATIQUE,6,-1.0,-1.0,-1.0,-1.0,0.019,-1.0,0.019,0.026,0.0,1923,1923,Malus,5256.0,50900,7.921,6.3165,5.633,6.634499999999999,6.432499999999999,-1.0,208.115,165.965,147.985,174.315,169.0
B.M.W.,SERIE 1,116,AUTRES,116i,ESSENCE,BERLINE,1499,MOYENNE INFERIEURE,6,80.0,-1.0,1320,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.179,0.019,0.011,-1.0,0.0,1395,1395,Malus,100.0,33960,8.1095,6.103,5.3645,6.2255,6.186,-1.0,185.13,139.26,122.37,142.04500000000002,141.15
CUPRA,FORMENTOR,FORMENTOR,VGF,CUPRA FORMENTOR 1.5 TSI (150ch) BVM6,ESSENCE,TS TERRAINS/CHEMINS,1498,MOYENNE SUPERIEURE,8,110.0,-1.0,1383,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.381,0.031,0.014,-1.0,0.001,1458,1458,Malus,1386.0,38453,8.862,6.7625,5.893000000000001,6.957,6.843,-1.0,200.67000000000002,152.78,133.055,157.185,154.60000000000002
PEUGEOT,308,308,AUTRES,Nouvelle 308 1.2 PureTech (130ch) S&S BVM6,ESSENCE,BERLINE,1199,MOYENNE INFERIEURE,7,96.0,-1.0,1288,0.07,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.302,0.022,0.041,-1.0,0.001,1363,1363,Malus,150.0,33280,7.481,6.0295000000000005,5.1485,6.119,5.983499999999999,-1.0,169.005,136.10999999999999,116.155,138.15,135.065
B.M.W.,SERIE X,X5,AUTRES,X5 xDrive40d,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,2993,LUXE,22,250.0,0.0,2200,0.11,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.096,-1.0,0.025,0.038,0.001,2275,2275,Malus,16717.0,84217,10.2405,6.797499999999999,6.0255,7.2545,7.18,-1.0,268.51,178.17000000000002,157.9,190.16,188.2
FORD,FIESTA,FIESTA,FORD,FIESTA 1.0 Flexifuel (95ch) S&S BVM6,SUPERETHANOL,BERLINE,999,INFERIEURE,5,69.9,-1.0,1114,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.393,0.036,0.01,-1.0,0.0,1189,1307,Neutre 0,-1.0,23090,9.5075,7.2295,6.699,8.2335,7.725499999999999,-1.0,155.78,118.38999999999999,109.685,134.87,126.53
B.M.W.,SERIE 4,420,AUTRES,420d Coupe,GAZ+ELEC HNR,COUPE,1995,MOYENNE SUPERIEURE,10,140.0,0.0,1605,0.09,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.086,-1.0,0.017,0.035,0.0,1680,1680,Neutre 0,11900.0,55650,6.0985,4.829,4.406,5.045,4.944,-1.0,159.83999999999997,126.525,115.42500000000001,132.19,129.55
FORD,FOCUS,FOCUS,FORD,FOCUS 1.0 EcoBoost Hybrid (155ch) mHEV BVM6 SW,ESS+ELEC HNR,BERLINE,999,MOYENNE INFERIEURE,8,114.0,7.2,1274,0.09,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.253,0.04,0.014,-1.0,0.003,1349,1503,Neutre 0,11900.0,31400,6.5555,5.139,4.8614999999999995,5.8759999999999994,5.5035,-1.0,148.38,116.22,109.92500000000001,132.96,124.5
RENAULT,KANGOO,KANGOO,RENAULT,KANGOO (130ch),ESSENCE,COMBISPACE,1332,INFERIEURE,7,96.0,-1.0,1519,0.06,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.234,0.012,0.022,-1.0,0.001,1594,1594,Malus,2049.0,31000,8.7405,6.788,6.188000000000001,7.9175,7.2635000000000005,-1.0,198.195,153.83499999999998,140.195,179.495,164.64
FIAT,500 ABARTH,500,STELLANTIS,595 1.4 T-Jet (165ch),ESSENCE,BERLINE,1368,ECONOMIQUE,9,121.0,-1.0,1090,0.11,MECANIQUE,5,-1.0,-1.0,-1.0,-1.0,0.576,0.024,0.018,-1.0,-1.0,1165,1165,Malus,1761.0,23990,9.714500000000001,6.54,5.8555,6.9945,6.9125,-1.0,220.99,148.49,132.84500000000003,158.865,157.0
B.M.W.,SERIE X,X2,AUTRES,X2 sDrive18d,GAZOLE,TS TERRAINS/CHEMINS,1995,MOYENNE SUPERIEURE,8,110.0,-1.0,1540,0.07,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.177,-1.0,0.016,0.065,0.0,1615,1615,Malus,240.0,45667,6.5715,5.3580000000000005,4.897,5.5055,5.4295,-1.0,172.065,140.21499999999997,128.115,144.08499999999998,142.1
RENAULT,ESPACE,ESPACE,RENAULT,ESPACE (189ch),GAZOLE,MONOSPACE,1997,SUPERIEURE,10,139.0,-1.0,1848,0.08,AUTOMATIQUE,6,-1.0,-1.0,-1.0,-1.0,0.062,-1.0,0.036,0.06,0.001,1923,1923,Malus,5773.0,57550,7.9575000000000005,6.5015,5.649,6.675,6.494,-1.0,208.95999999999998,170.695,148.285,175.245,170.5
B.M.W.,SERIE X,X3,AUTRES,X3 xDrive20d,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,1995,SUPERIEURE,10,140.0,0.0,1840,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.165,-1.0,0.025,0.069,0.0,1915,1915,Malus,13080.0,59100,7.186,5.8925,5.415,6.4885,6.129,-1.0,188.24,154.285,141.765,169.935,160.5
VOLKSWAGEN,GOLF,GOLF,VGF,GOLF 2.0 TDI (150ch) DSG7 ess ar Mbr ss+r 17/18'' EU6AP FIA,GAZOLE,BERLINE,1968,MOYENNE INFERIEURE,8,110.0,-1.0,1384,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.025,-1.0,0.034,0.042,0.0,1459,1459,Neutre 0,-1.0,35558,6.474,4.621499999999999,3.825,4.3605,4.53,-1.0,169.815,121.21,100.3,114.35,118.805
RENAULT,CAPTUR,CAPTUR,RENAULT,CAPTUR (94ch+24Kw),ESS+ELEC HNR,TS TERRAINS/CHEMINS,1598,INFERIEURE,5,69.0,24.0,1363,0.05,AUTOMATIQUE,6,-1.0,-1.0,-1.0,-1.0,0.31,0.019,0.004,-1.0,-1.0,1438,1438,Neutre 0,11900.0,31408,4.9145,4.2545,4.518000000000001,6.0365,5.0555,-1.0,111.17,96.195,102.17,136.67000000000002,114.385
